,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
48554,48555,0.58,Premium,G,VVS2,59.7,59.0,1990,5.4,5.45,3.24
45547,45548,0.51,Premium,D,SI1,62.3,57.0,1687,5.13,5.08,3.18
26175,26176,1.55,Ideal,G,VVS2,61.9,54.0,15512,7.41,7.45,4.6
53231,53232,0.72,Very Good,E,SI1,63.0,56.0,2642,5.73,5.76,3.62
14029,14030,1.22,Ideal,H,SI2,61.1,57.0,5703,6.9,5.92,4.22
4968,4969,0.9,Good,H,SI1,58.9,61.0,3734,6.27,6.36,3.72
32546,32547,0.27,Ideal,D,VVS1,61.9,57.0,799,4.18,4.15,2.58
3529,3530,1.04,Good,J,SI1,64.2,58.0,3407,6.42,6.34,4.1
3110,3111,0.53,Ideal,E,VVS1,61.5,54.0,3323,5.23,5.25,3.22
24965,24966,2.02,Premium,H,SI1,63.0,60.0,13453,7.85,7.79,4.93
46551,46552,0.51,Very Good,E,VS2,63.3,56.0,1781,5.12,5.08,3.23
43293,43294,0.55,Very Good,D,SI2,59.7,64.0,1401,5.26,5.32,3.16
22938,22939,1.55,Premium,G,SI1,60.1,58.0,10980,7.49,7.44,4.52
34073,34074,0.4,Very Good,D,VS2,59.6,58.0,851,4.8,4.83,2.87
10735,10736,0.33,Premium,I,VS2,62.6,58.0,594,4.42,4.34,2.74
48783,48784,0.59,Very Good,E,VS1,60.0,56.0,2021,5.46,5.5,3.29
41264,41265,0.31,Ideal,H,VS2,62.1,53.8,502,4.33,4.37,2.7
48206,48207,0.53,Ideal,E,VS2,61.5,56.0,1948,5.22,5.25,3.22
17208,17209,1.0,Very Good,E,VS2,59.0,58.0,6875,6.49,6.53,3.84
23496,23497,1.24,Ideal,G,VVS1,62.1,56.0,11503,6.86,6.91,4.28
32691,32692,0.31,Premium,G,VS1,62.8,58.0,802,4.3,4.27,2.69
17736,17737,1.13,Ideal,G,VS2,62.1,53.0,7140,6.69,6.74,4.17
6797,6798,1.01,Good,H,SI1,64.0,58.0,4116,6.31,6.37,4.06
33969,33970,0.32,Ideal,E,VS2,60.9,56.0,846,4.45,4.48,2.72
48474,48475,0.66,Good,H,VS1,59.8,60.9,1978,5.62,5.68,3.38
1396,1397,0.24,Ideal,G,IF,61.8,55.0,559,3.99,4.02,2.47
26174,26175,2.1,Ideal,I,SI2,61.9,56.0,15511,8.2,8.22,5.08
44759,44760,0.52,Ideal,G,VS1,62.1,54.0,1621,5.14,5.17,3.2
31352,31353,0.42,Ideal,H,SI1,60.9,56.0,760,4.89,4.86,2.97
43935,43936,0.3,Good,G,VS2,58.5,64.0,515,4.42,4.37,2.57
33835,33836,0.34,Ideal,G,VVS1,60.5,55.0,844,4.53,4.56,2.75
3141,3142,0.7,Ideal,E,SI1,61.1,56.0,3330,5.75,5.78,3.52
41926,41927,0.4,Premium,F,VVS1,60.8,59.0,1263,4.74,4.76,2.89
43061,43062,0.45,Ideal,G,IF,62.8,53.0,1377,4.92,4.95,3.1
13480,13481,1.01,Ideal,E,SI1,60.8,56.0,5534,6.48,6.51,3.95
23249,23250,1.7,Premium,I,VS2,61.7,59.0,11257,7.63,7.68,4.72
44378,44379,0.52,Ideal,H,VVS2,61.8,57.0,1581,5.16,5.19,3.2
44488,44489,0.7,Premium,F,SI2,61.6,60.0,1597,5.78,5.68,3.53
19489,19490,1.3,Ideal,H,VS2,62.8,56.0,8124,7.03,6.93,4.38
12536,12537,1.09,Ideal,D,SI2,61.3,57.0,5267,6.64,6.67,4.08
7336,7337,0.85,Very Good,D,VS2,61.8,56.0,4211,6.06,6.08,3.75
33884,33885,0.3,Ideal,E,VS2,62.6,54.0,844,4.33,4.29,2.7
43154,43155,0.52,Ideal,E,SI1,60.1,59.0,1389,5.18,5.23,3.13
4289,4290,0.92,Very Good,E,SI1,63.3,57.0,3586,6.22,6.17,3.92
41067,41068,0.51,Ideal,F,SI2,60.2,55.0,1191,5.19,5.24,3.14
6663,6664,1.03,Ideal,E,SI2,62.0,55.0,4095,6.46,6.44,4.0
883,884,0.9,Fair,I,SI1,65.3,61.0,2873,5.98,5.94,3.89
39599,39600,0.34,Ideal,E,VVS1,62.0,56.0,1084,4.52,4.48,2.79
2086,2087,0.91,Very Good,J,VS2,61.6,58.0,3112,6.23,6.28,3.85
3202,3203,0.77,Ideal,D,SI1,62.5,56.0,3345,5.86,5.91,3.68
42905,42906,0.5,Good,H,VVS2,61.9,64.3,1362,5.01,5.03,3.11
13242,13243,1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08
49459,49460,0.71,Premium,H,SI1,62.4,59.0,2112,5.65,5.6,3.51
21993,21994,1.66,Premium,J,VVS2,62.6,59.0,10062,7.58,7.54,4.73
29229,29230,0.32,Very Good,F,VS1,62.3,55.0,696,4.38,4.42,2.74
10444,10445,1.0,Good,H,SI1,57.5,62.0,4788,6.51,6.47,3.73
19962,19963,1.52,Premium,G,SI1,62.2,58.0,8512,7.39,7.33,4.58
5292,5293,0.78,Very Good,D,VS1,63.2,58.0,3800,5.87,5.81,3.69
26394,26395,2.19,Very Good,I,SI2,60.3,60.0,15907,8.29,8.33,5.01
40949,40950,0.3,Good,F,SI1,63.5,57.0,500,4.21,4.26,2.69
49943,49944,0.71,Very Good,H,SI1,62.2,56.0,2188,5.72,5.76,3.57
8288,8289,0.74,Ideal,F,IF,61.9,55.0,4383,5.79,5.84,3.6
36239,36240,0.31,Ideal,D,VVS1,62.1,54.0,934,4.34,4.36,2.7
20716,20717,0.31,Ideal,H,VVS2,62.4,56.0,625,4.34,4.38,2.72
18169,18170,1.01,Ideal,G,VVS2,60.6,57.0,7366,6.54,6.5,3.95
25916,25917,2.02,Very Good,H,SI2,62.3,58.0,15064,7.97,8.04,4.99
41883,41884,0.59,Ideal,G,SI2,60.6,56.0,1258,5.44,5.46,3.3
15780,15781,1.0,Very Good,E,VS2,63.8,59.0,6315,6.25,6.32,4.01
2323,2324,1.01,Very Good,H,I1,63.2,58.0,3167,6.39,6.33,4.02
36938,36939,0.23,Very Good,E,VVS1,61.7,59.0,478,3.97,4.0,2.46
47685,47686,0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,3.15
17689,17690,1.19,Premium,G,VS2,62.3,58.0,7130,6.82,6.77,4.23
30347,30348,0.33,Ideal,D,VS1,61.1,57.0,727,4.46,4.48,2.73
39550,39551,0.32,Ideal,G,VVS1,60.2,56.0,1080,4.49,4.45,2.69
52813,52814,0.71,Premium,H,VS1,59.1,61.0,2572,5.87,5.83,3.46
24349,24350,1.53,Ideal,F,SI1,62.2,55.0,12616,7.35,7.37,4.57
18388,18389,0.29,Very Good,E,VS1,59.2,58.0,619,4.36,4.39,2.59
14608,14609,1.21,Good,H,SI1,63.6,56.0,5893,6.63,6.68,4.23
10365,10366,1.01,Ideal,H,SI1,62.9,55.0,4773,6.35,6.4,4.01
10405,10406,0.31,Premium,D,SI2,61.5,60.0,593,4.34,4.31,2.66
6753,6754,1.02,Premium,H,SI1,61.8,56.0,4102,6.47,6.42,3.98
8480,8481,1.01,Very Good,F,SI2,62.8,60.0,4416,6.33,6.4,4.0
46290,46291,0.3,Premium,H,VS1,61.3,58.0,526,4.29,4.32,2.64
44835,44836,0.52,Very Good,E,VS2,61.5,58.0,1625,5.18,5.24,3.2
35038,35039,0.38,Very Good,F,VS1,62.7,57.0,883,4.71,4.64,2.93
40826,40827,0.48,Premium,F,SI1,61.1,61.0,1170,5.05,5.0,3.07
50953,50954,0.95,Fair,J,I1,64.9,56.0,2322,6.17,6.12,3.99
43412,43413,0.53,Premium,H,VS2,61.4,52.0,1412,5.29,5.26,3.24
27918,27919,0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79
21406,21407,1.39,Ideal,D,SI1,61.9,52.0,9519,7.24,7.25,4.48
47178,47179,0.51,Ideal,F,VS1,61.7,54.0,1836,5.17,5.14,3.18
25626,25627,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
48872,48873,1.0,Fair,I,I1,64.5,58.0,2035,6.33,6.1,4.01
45946,45947,0.56,Premium,D,SI1,61.9,58.0,1723,5.27,5.33,3.28
14944,14945,1.2,Very Good,H,SI1,61.0,58.0,6019,6.84,6.92,4.2
22489,22490,1.7,Ideal,I,SI1,61.8,55.0,10520,7.62,7.57,4.69
5013,5014,1.1,Ideal,F,I1,61.8,56.0,3745,6.65,6.61,4.1
43279,43280,0.3,Premium,G,SI2,62.3,59.0,506,4.29,4.25,2.66
46752,46753,0.61,Ideal,E,SI1,61.2,56.0,1800,5.5,5.48,3.36
4546,4547,1.0,Good,H,SI2,63.8,57.0,3640,6.32,6.28,4.02
18938,18939,1.01,Very Good,D,VS1,63.1,56.0,7785,6.38,6.33,4.01
37342,37343,0.31,Ideal,D,VVS2,62.4,56.0,982,4.38,4.34,2.72
35906,35907,0.38,Premium,G,VS2,59.7,62.0,918,4.68,4.66,2.79
41729,41730,0.41,Ideal,E,VVS2,61.4,56.0,1243,4.81,4.77,2.94
45217,45218,0.51,Ideal,E,VS2,61.9,56.0,1656,5.12,5.16,3.18
45365,45366,0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93
6149,6150,1.05,Good,F,SI2,63.6,59.0,3989,6.4,6.36,4.06
25048,25049,0.3,Very Good,F,SI1,63.5,57.0,641,4.26,4.21,2.69
40121,40122,0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
21570,21571,1.51,Good,D,SI1,64.1,62.0,9674,7.21,7.15,4.6
32044,32045,0.31,Ideal,F,VVS1,60.4,59.0,779,4.35,4.43,2.65
47961,47962,0.51,Ideal,G,VVS1,62.7,54.0,1919,5.1,5.14,3.21
52390,52391,0.71,Very Good,D,SI1,63.1,56.0,2508,5.66,5.62,3.56
39949,39950,0.24,Good,F,IF,65.1,58.0,492,3.86,3.88,2.52
8632,8633,1.01,Very Good,H,SI1,62.3,63.0,4449,6.3,6.23,3.9
19312,19313,1.05,Ideal,G,VS1,61.2,57.0,8022,6.51,6.55,4.0
39985,39986,0.41,Ideal,F,VS2,61.0,57.0,1107,4.81,4.76,2.92
25913,25914,2.07,Premium,I,SI2,60.5,60.0,15055,8.32,8.27,5.02
32067,32068,0.33,Premium,D,SI1,61.5,60.0,780,4.44,4.41,2.72
24954,24955,1.68,Ideal,H,VS2,61.3,56.0,13427,7.77,7.67,4.73
27910,27911,0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
25861,25862,2.01,Premium,G,SI2,59.4,62.0,14939,8.27,8.22,4.9
19972,19973,1.16,Very Good,E,VS2,62.1,58.0,8520,6.63,6.7,4.14
17403,17404,1.71,Good,F,SI2,63.7,54.0,6971,7.6,7.49,4.81
32348,32349,0.36,Ideal,E,VS2,61.9,56.0,789,4.55,4.56,2.82
12230,12231,1.05,Very Good,G,SI1,61.6,57.0,5197,6.51,6.54,4.02
37908,37909,0.41,Ideal,F,VS1,60.8,56.0,1007,4.76,4.79,2.92
22570,22571,1.75,Premium,J,VS1,62.2,59.0,10619,7.74,7.7,4.8
39064,39065,0.4,Ideal,G,VVS1,61.2,56.0,1059,4.74,4.8,2.92
47670,47671,0.51,Ideal,D,VS2,61.5,57.0,1882,5.14,5.11,3.15
1323,1324,0.82,Ideal,I,SI1,61.8,55.0,2959,6.0,6.03,3.72
19841,19842,1.21,Very Good,F,VS2,62.9,54.0,8403,6.78,6.82,4.28
51959,51960,0.56,Ideal,G,IF,61.4,57.0,2442,5.29,5.32,3.26
47751,47752,0.54,Very Good,D,VS2,60.6,58.0,1892,5.26,5.3,3.2
31117,31118,0.35,Ideal,F,VS1,62.8,54.0,754,4.5,4.54,2.84
46584,46585,0.55,Ideal,G,VS1,60.9,55.0,1786,5.29,5.32,3.23
29183,29184,0.3,Ideal,F,VVS2,62.5,56.0,694,4.28,4.33,2.69
35599,35600,0.31,Ideal,H,VVS1,61.5,56.0,907,4.38,4.34,2.68
34093,34094,0.43,Ideal,I,SI1,60.9,57.0,852,4.88,4.9,2.98
28588,28589,0.3,Ideal,G,VS2,63.0,56.0,675,4.3,4.27,2.7
10351,10352,0.9,Good,F,VS1,62.8,57.0,4770,6.04,6.1,3.81
35617,35618,0.34,Ideal,G,SI1,62.7,57.0,473,4.48,4.51,2.82
53761,53762,0.76,Ideal,F,VS2,61.6,55.0,2725,5.88,5.9,3.63
49037,49038,0.52,Ideal,G,IF,61.5,56.0,2055,5.16,5.21,3.19
51725,51726,0.7,Premium,F,SI1,61.9,59.0,2401,5.69,5.71,3.53
608,609,0.71,Ideal,F,VS1,62.1,55.0,2839,5.82,5.68,3.57
51318,51319,0.31,Premium,G,VS2,61.5,59.0,544,4.33,4.35,2.67
17121,17122,0.9,Ideal,F,VS2,62.3,56.0,6830,6.17,6.19,3.85
6874,6875,1.01,Very Good,I,VS1,63.1,56.0,4129,6.42,6.36,4.03
45053,45054,0.58,Ideal,G,VS2,61.1,55.0,1641,5.45,5.42,3.32
23288,23289,2.08,Good,I,SI2,57.0,63.0,11313,8.49,8.45,4.83
31439,31440,0.43,Very Good,E,SI2,59.0,60.0,765,4.9,4.96,2.91
42740,42741,0.51,Very Good,E,SI1,61.0,58.0,1343,5.1,5.13,3.12
942,943,0.71,Very Good,D,SI1,62.4,54.0,2887,5.71,5.79,3.59
49480,49481,0.78,Good,I,SI1,63.1,56.0,2116,5.82,5.88,3.69
20821,20822,1.0,Premium,E,VVS2,61.6,59.0,9050,6.46,6.42,3.97
20050,20051,0.31,Premium,G,VS1,61.2,60.0,625,4.37,4.39,2.68
14982,14983,1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19
29611,29612,0.27,Very Good,G,VS2,61.5,57.0,439,4.18,4.22,2.58
46402,46403,0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36
383,384,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79
24004,24005,1.58,Ideal,H,VS2,61.4,56.0,12170,7.48,7.54,4.62
12418,12419,1.09,Premium,E,SI1,62.7,58.0,5237,6.6,6.55,4.12
52645,52646,0.24,Very Good,E,VVS2,60.0,57.0,552,4.07,4.1,2.45
52437,52438,0.63,Ideal,E,VS2,60.8,57.0,2513,5.53,5.55,3.37
51912,51913,0.71,Good,D,SI2,63.3,55.0,2436,5.65,5.72,3.6
29162,29163,0.33,Very Good,E,SI1,63.1,56.0,693,4.45,4.42,2.8
38613,38614,0.28,Very Good,E,VS1,61.8,55.0,489,4.21,4.24,2.61
52010,52011,0.78,Good,F,SI2,62.7,61.0,2444,5.8,5.84,3.65
52527,52528,0.72,Very Good,I,VVS2,62.5,56.0,2530,5.7,5.72,3.57
37670,37671,0.42,Premium,E,SI1,62.7,59.0,992,4.79,4.78,3.0
45732,45733,0.56,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28
475,476,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45
41837,41838,0.44,Ideal,F,VVS2,60.9,55.0,1253,4.96,4.92,3.01
39712,39713,0.44,Ideal,H,VS1,61.3,57.0,1089,4.98,4.91,3.03
34623,34624,0.31,Premium,F,VS1,61.8,60.0,872,4.39,4.35,2.7
12009,12010,1.14,Premium,I,VS1,60.3,57.0,5148,6.83,6.81,4.11
13061,13062,1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02
14831,14832,1.03,Ideal,F,SI1,62.0,56.0,5974,6.47,6.5,4.02
1467,1468,0.9,Good,E,SI2,58.7,63.0,2982,6.2,6.23,3.65
46334,46335,0.58,Premium,I,VVS1,62.6,59.0,1758,5.31,5.27,3.31
6724,6725,0.27,Ideal,F,VS2,60.3,56.0,577,4.24,4.27,2.56
30459,30460,0.4,Premium,H,VS1,62.7,59.0,731,4.63,4.71,2.93
14384,14385,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67
11348,11349,1.01,Ideal,H,SI1,62.6,54.0,4989,6.38,6.34,3.98
47243,47244,0.62,Premium,G,VS2,61.1,59.0,1841,5.56,5.5,3.38
20286,20287,1.27,Ideal,G,VS2,62.8,54.0,8705,6.92,6.87,4.33
25975,25976,2.19,Premium,I,SI2,62.5,58.0,15169,8.31,8.26,5.18
8122,8123,1.27,Premium,G,SI2,62.4,56.0,4353,6.93,6.88,4.32
47416,47417,0.57,Ideal,E,VS2,61.9,57.0,1851,5.29,5.31,3.28
45115,45116,0.71,Good,I,SI1,63.6,63.0,1651,5.61,5.64,3.58
7600,7601,0.9,Very Good,H,VS2,63.6,58.0,4258,6.1,6.14,3.89
10422,10423,0.9,Ideal,H,VVS1,61.9,57.0,4783,6.19,6.24,3.85
39805,39806,0.38,Ideal,F,VVS1,62.4,54.0,1096,4.66,4.7,2.92
47925,47926,0.56,Premium,G,VS1,62.4,58.0,1915,5.3,5.22,3.28
34486,34487,0.43,Premium,G,VS2,61.1,59.0,867,4.83,4.86,2.96
51388,51389,0.71,Ideal,G,SI1,60.6,56.0,2368,5.76,5.82,3.51
38276,38277,0.21,Premium,D,VS2,61.6,59.0,386,3.82,3.78,2.34
3303,3304,0.69,Good,D,VVS2,61.5,61.0,3369,5.61,5.65,3.46
18671,18672,1.12,Ideal,G,VS2,61.0,57.0,7634,6.69,6.72,4.09
6342,6343,1.0,Very Good,I,SI1,60.4,63.0,4032,6.44,6.37,3.87
37613,37614,0.24,Very Good,E,VVS1,61.7,58.0,485,3.94,4.0,2.45
38540,38541,0.34,Ideal,D,VS2,62.0,55.0,1033,4.49,4.45,2.77
923,924,0.7,Ideal,H,VVS1,62.0,55.0,2881,5.74,5.71,3.55
31064,31065,0.27,Ideal,D,VVS2,61.5,56.0,752,4.18,4.15,2.56
20261,20262,1.53,Premium,G,SI2,58.7,59.0,8688,7.51,7.45,4.39
23783,23784,2.45,Very Good,J,SI2,60.6,63.0,11843,8.71,8.66,5.26
3601,3602,0.91,Ideal,G,SI2,62.2,57.0,3425,6.18,6.24,3.86
25907,25908,2.01,Very Good,G,SI1,63.5,60.0,15038,7.98,7.89,5.04
15922,15923,1.01,Very Good,G,VS1,62.3,60.0,6368,6.35,6.49,4.0
27274,27275,1.52,Premium,D,VS1,61.0,59.0,17723,7.48,7.53,4.5
3875,3876,0.9,Very Good,E,SI2,63.7,56.0,3482,6.08,6.13,3.89
6868,6869,0.91,Premium,H,VS2,61.0,59.0,4128,6.32,6.27,3.84
24140,24141,1.54,Premium,G,VS2,61.1,59.0,12308,7.44,7.4,4.53
7028,7029,0.83,Ideal,D,SI1,61.9,56.0,4159,6.01,6.04,3.73
37774,37775,0.41,Ideal,E,VS2,62.5,55.0,999,4.77,4.74,2.97
41962,41963,0.23,Very Good,E,VVS2,61.6,57.0,505,3.95,3.97,2.44
15318,15319,1.22,Premium,I,VS2,60.6,58.0,6149,6.93,6.89,4.19
4346,4347,0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53
29658,29659,0.35,Ideal,G,VS1,60.5,57.0,706,4.55,4.58,2.76
24303,24304,1.51,Very Good,G,VS2,58.7,63.0,12551,7.45,7.4,4.36
17287,17288,1.12,Very Good,F,VS2,62.0,58.0,6925,6.63,6.69,4.13
45174,45175,0.53,Ideal,F,VS2,61.2,56.0,1655,5.22,5.25,3.2
8541,8542,1.13,Premium,I,VS2,60.2,61.0,4430,6.74,6.71,4.05
35519,35520,0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99
6006,6007,1.01,Good,I,SI1,63.6,55.0,3959,6.39,6.31,4.04
17309,17310,1.05,Premium,G,VS1,61.6,58.0,6936,6.48,6.51,4.0
51297,51298,0.7,Premium,F,SI2,59.1,58.0,2362,5.85,5.83,3.45
47373,47374,0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3
13274,13275,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99
45207,45208,0.51,Ideal,G,VS1,61.7,55.0,1656,5.14,5.17,3.18
19242,19243,1.09,Ideal,E,VS2,62.4,55.0,7978,6.55,6.6,4.1
51702,51703,0.7,Very Good,F,VS2,60.3,59.0,2400,5.76,5.79,3.48
34059,34060,0.36,Ideal,D,SI1,61.2,57.0,851,4.63,4.59,2.82
16072,16073,1.02,Ideal,G,VS2,62.8,57.0,6418,6.36,6.45,4.02
26338,26339,2.07,Very Good,I,SI1,62.3,60.0,15847,8.12,8.16,5.07
12090,12091,1.06,Very Good,G,SI1,63.4,58.0,5163,6.44,6.47,4.09
2625,2626,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95
48174,48175,0.57,Premium,D,VS2,61.7,60.0,1944,5.28,5.32,3.27
25866,25867,1.82,Premium,H,SI1,62.0,59.0,14949,7.81,7.77,4.83
34612,34613,0.27,Ideal,E,VS1,61.6,55.0,470,4.16,4.18,2.57
52987,52988,0.74,Ideal,E,SI2,60.9,57.0,2594,5.83,5.89,3.57
30838,30839,0.33,Ideal,H,VS1,61.4,57.0,743,4.49,4.44,2.74
49498,49499,0.56,Ideal,F,VVS2,61.0,56.0,2119,5.33,5.35,3.26
36348,36349,0.42,Ideal,G,VVS2,62.7,57.0,938,4.73,4.78,2.98
32653,32654,0.31,Premium,H,VVS2,61.4,58.0,802,4.35,4.32,2.66
25771,25772,1.51,Ideal,G,VS1,60.8,54.0,14733,7.4,7.48,4.52
12203,12204,1.15,Premium,H,VS2,60.2,58.0,5191,6.86,6.8,4.11
49623,49624,0.3,Very Good,H,SI1,59.4,63.0,540,4.4,4.35,2.6
40276,40277,0.31,Ideal,G,SI1,61.2,56.0,493,4.37,4.39,2.68
51735,51736,0.73,Very Good,G,SI1,61.5,59.0,2402,5.76,5.81,3.56
36246,36247,0.41,Ideal,E,VS2,61.6,55.0,935,4.75,4.79,2.94
53830,53831,0.72,Ideal,F,SI1,61.2,55.0,2737,5.78,5.82,3.55
46093,46094,0.51,Ideal,D,VS2,61.0,57.0,1740,5.15,5.18,3.15
17887,17888,1.01,Premium,G,IF,61.3,58.0,7220,6.4,6.48,3.95
30019,30020,0.41,Very Good,D,SI1,60.3,63.0,717,4.78,4.8,2.89
45016,45017,0.54,Premium,H,VS1,61.9,56.0,1637,5.29,5.24,3.26
45928,45929,0.53,Very Good,G,VS1,60.1,58.0,1721,5.27,5.32,3.18
35267,35268,0.3,Premium,G,IF,61.6,60.0,895,4.29,4.32,2.65
40335,40336,0.51,Good,H,VS2,61.8,65.0,1128,5.07,5.02,3.12
5784,5785,0.9,Good,H,VS2,64.1,56.0,3902,6.0,6.05,3.86
35692,35693,0.3,Ideal,E,VS1,61.5,56.0,911,4.37,4.31,2.67
12488,12489,1.02,Very Good,H,VS2,63.3,60.0,5255,6.42,6.38,4.05
51517,51518,0.72,Premium,E,SI1,62.1,58.0,2385,5.72,5.69,3.54
11416,11417,1.16,Ideal,E,SI2,62.7,56.0,5001,6.69,6.73,4.21
46884,46885,0.7,Ideal,G,SI2,61.6,57.0,1814,5.68,5.65,3.49
50143,50144,0.75,Premium,E,SI2,61.9,55.0,2214,5.89,5.84,3.63
7989,7990,1.16,Premium,J,SI1,62.2,58.0,4326,6.75,6.68,4.18
41113,41114,0.51,Good,H,VS2,64.1,54.0,1195,5.02,5.0,3.21
29573,29574,0.41,Good,F,SI1,63.7,58.0,705,4.71,4.74,3.01
36965,36966,0.41,Ideal,G,VS1,61.6,57.0,961,4.77,4.74,2.93
14764,14765,1.0,Premium,G,VS1,62.9,55.0,5940,6.39,6.33,4.0
12010,12011,1.13,Ideal,I,SI1,61.9,57.0,5149,6.68,6.66,4.13
11127,11128,0.9,Very Good,H,VS1,63.0,55.0,4939,6.18,6.13,3.88
2357,2358,0.92,Premium,H,SI2,60.4,59.0,3174,6.36,6.33,3.83
45155,45156,0.5,Ideal,D,SI1,60.8,56.0,1654,5.14,5.12,3.12
33017,33018,0.31,Ideal,F,VVS2,60.2,55.0,814,4.43,4.45,2.67
1398,1399,0.24,Ideal,G,IF,61.3,57.0,559,4.0,4.03,2.46
29791,29792,0.3,Ideal,D,SI1,61.6,56.0,709,4.34,4.3,2.66
15821,15822,1.01,Premium,F,VS2,60.8,58.0,6330,6.44,6.49,3.93
50593,50594,0.77,Premium,F,SI2,62.2,58.0,2282,5.9,5.85,3.66
21020,21021,1.34,Ideal,G,VS2,61.9,56.0,9233,7.05,7.1,4.38
11873,11874,1.2,Very Good,I,VVS2,61.7,63.0,5107,6.72,6.7,4.13
48315,48316,0.25,Ideal,E,VS2,62.1,57.0,535,4.02,4.06,2.5
47710,47711,0.57,Ideal,E,VS1,60.5,57.0,1884,5.33,5.38,3.24
41085,41086,0.41,Ideal,F,VVS2,61.9,55.0,1192,4.79,4.74,2.95
9279,9280,0.9,Very Good,G,VVS2,63.0,58.0,4565,6.07,6.15,3.85
9239,9240,1.01,Good,H,SI1,63.4,58.0,4559,6.34,6.38,4.03
32982,32983,0.37,Ideal,E,VS2,62.3,56.0,811,4.56,4.59,2.85
24477,24478,1.3,Ideal,F,VVS2,62.1,55.0,12745,7.04,6.96,4.35
11070,11071,1.01,Ideal,E,SI2,61.9,56.0,4921,6.46,6.43,3.99
44552,44553,0.55,Ideal,G,SI1,61.7,55.0,1605,5.25,5.28,3.25
16601,16602,1.1,Ideal,H,VS1,61.7,56.0,6630,6.61,6.65,4.09
25200,25201,1.54,Ideal,G,VS2,61.2,56.0,13794,7.43,7.47,4.56
40428,40429,0.4,Good,D,VVS2,60.2,63.0,1135,4.74,4.8,2.87
10286,10287,1.01,Very Good,I,VS1,62.2,60.0,4756,6.39,6.35,3.96
40538,40539,0.36,Premium,G,IF,62.5,60.0,1148,4.53,4.49,2.82
53044,53045,0.71,Very Good,E,SI1,61.1,57.0,2606,5.69,5.73,3.49
49500,49501,0.55,Ideal,F,VS1,61.8,55.0,2119,5.28,5.3,3.27
470,471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
30757,30758,0.25,Ideal,E,VVS2,62.1,57.0,740,4.07,4.04,2.52
29650,29651,0.35,Ideal,F,VS2,61.4,55.0,706,4.55,4.6,2.81
52233,52234,0.73,Very Good,F,SI2,58.0,61.0,2485,5.94,5.99,3.46
9038,9039,0.36,Ideal,I,VS1,62.0,54.0,587,4.58,4.61,2.85
24850,24851,2.01,Ideal,J,SI2,60.8,57.0,13253,8.15,8.13,4.95
16657,16658,1.32,Premium,F,SI2,60.6,60.0,6660,7.1,7.05,4.29
18606,18607,1.0,Very Good,G,VVS2,63.1,58.0,7589,6.37,6.33,4.01
16372,16373,0.33,Very Good,D,SI1,62.8,56.0,608,4.39,4.43,2.77
20200,20201,1.07,Ideal,F,VS2,61.7,57.0,8640,6.52,6.54,4.03
13835,13836,1.0,Ideal,D,SI1,62.8,55.0,5639,6.3,6.38,3.98
4568,4569,0.77,Ideal,F,VS1,61.2,56.0,3647,5.9,5.93,3.62
35452,35453,0.32,Ideal,E,VS2,62.7,55.0,900,4.38,4.36,2.74
36650,36651,0.37,Premium,F,VVS2,62.9,56.0,948,4.58,4.52,2.86
7969,7970,0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5
42479,42480,0.43,Ideal,G,IF,62.4,54.0,1318,4.84,4.87,3.03
42337,42338,0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1
12429,12430,1.03,Ideal,G,SI1,61.7,56.0,5241,6.5,6.47,4.0
53919,53920,0.76,Ideal,I,VVS1,62.2,55.0,2753,5.89,5.87,3.66
23186,23187,1.5,Premium,H,VS2,62.4,59.0,11194,7.32,7.29,4.56
12287,12288,1.23,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27
38352,38353,0.47,Very Good,F,SI1,61.1,61.0,1021,4.97,5.01,3.05
